year	    det/mc	                expt	              stream	                tier	files	events	size	TB	size/event	MB
2021	  detector	      vd-coldbox-top	                 ALL	                 raw	14940	1625946	46.827	TB	28.800	MB
2021	  detector	      vd-coldbox-top	                out1	                 raw	0	0	 0.000	TB	 0.000	MB
2021	  detector	      vd-coldbox-top	               noise	                 raw	0	0	 0.000	TB	 0.000	MB
2021	  detector	      vd-coldbox-top	                test	                 raw	14927	1624859	46.796	TB	28.800	MB
2021	  detector	      vd-coldbox-top	             cosmics	                 raw	0	0	 0.000	TB	 0.000	MB
2021	  detector	      vd-coldbox-top	         calibration	                 raw	0	0	 0.000	TB	 0.000	MB
2021	  detector	      vd-coldbox-top	             physics	                 raw	0	0	 0.000	TB	 0.000	MB
2021	  detector	      vd-coldbox-top	                out2	                 raw	0	0	 0.000	TB	 0.000	MB
2021	  detector	      vd-coldbox-top	            pedestal	                 raw	13	1087	 0.031	TB	28.800	MB
2021	  detector	      vd-coldbox-top	               study	                 raw	0	0	 0.000	TB	 0.000	MB
2021	  detector	          hd-coldbox	                 ALL	                 raw	787	85291	 3.221	TB	37.761	MB
2021	  detector	          hd-coldbox	                out1	                 raw	0	0	 0.000	TB	 0.000	MB
2021	  detector	          hd-coldbox	               noise	                 raw	0	0	 0.000	TB	 0.000	MB
2021	  detector	          hd-coldbox	                test	                 raw	787	85291	 3.221	TB	37.761	MB
2021	  detector	          hd-coldbox	             cosmics	                 raw	0	0	 0.000	TB	 0.000	MB
2021	  detector	          hd-coldbox	         calibration	                 raw	0	0	 0.000	TB	 0.000	MB
2021	  detector	          hd-coldbox	             physics	                 raw	0	0	 0.000	TB	 0.000	MB
2021	  detector	          hd-coldbox	                out2	                 raw	0	0	 0.000	TB	 0.000	MB
2021	  detector	          hd-coldbox	            pedestal	                 raw	0	0	 0.000	TB	 0.000	MB
2021	  detector	          hd-coldbox	               study	                 raw	0	0	 0.000	TB	 0.000	MB
2021	  detector	           fardet-hd	                 ALL	                 raw	0	0	 0.000	TB	 0.000	MB
2021	  detector	           fardet-vd	                 ALL	                 raw	0	0	 0.000	TB	 0.000	MB
2021	  detector	dc4-vd-coldbox-bottom	                 ALL	                 raw	0	0	 0.000	TB	 0.000	MB
2021	  detector	  dc4-vd-coldbox-top	                 ALL	                 raw	0	0	 0.000	TB	 0.000	MB
2021	  detector	        hd-protodune	                 ALL	                 raw	0	0	 0.000	TB	 0.000	MB
2021	  detector	                 ALL	                 ALL	   hit-reconstructed	0	0	 0.000	TB	 0.000	MB
2021	  detector	                 ALL	                 ALL	  full-reconstructed	67261	4898565	667.292	TB	136.222	MB
2021	  detector	                 ALL	                out1	  full-reconstructed	0	0	 0.000	TB	 0.000	MB
2021	  detector	                 ALL	               noise	  full-reconstructed	0	0	 0.000	TB	 0.000	MB
2021	  detector	                 ALL	                test	  full-reconstructed	0	0	 0.000	TB	 0.000	MB
2021	  detector	                 ALL	             cosmics	  full-reconstructed	39652	1376138	542.882	TB	394.497	MB
2021	  detector	                 ALL	         calibration	  full-reconstructed	0	0	 0.000	TB	 0.000	MB
2021	  detector	                 ALL	             physics	  full-reconstructed	27609	3522427	124.410	TB	35.319	MB
2021	  detector	                 ALL	                out2	  full-reconstructed	0	0	 0.000	TB	 0.000	MB
2021	  detector	                 ALL	            pedestal	  full-reconstructed	0	0	 0.000	TB	 0.000	MB
2021	  detector	                 ALL	               study	  full-reconstructed	0	0	 0.000	TB	 0.000	MB
2021	  detector	             physics	                 ALL	  full-reconstructed	0	0	 0.000	TB	 0.000	MB
2021	  detector	              fardet	                 ALL	  full-reconstructed	0	0	 0.000	TB	 0.000	MB
2021	  detector	             neardet	                 ALL	  full-reconstructed	0	0	 0.000	TB	 0.000	MB
2021	  detector	        protodune-sp	                 ALL	  full-reconstructed	66246	4868274	666.592	TB	136.926	MB
2021	  detector	        protodune-sp	                out1	  full-reconstructed	0	0	 0.000	TB	 0.000	MB
2021	  detector	        protodune-sp	               noise	  full-reconstructed	0	0	 0.000	TB	 0.000	MB
2021	  detector	        protodune-sp	                test	  full-reconstructed	0	0	 0.000	TB	 0.000	MB
2021	  detector	        protodune-sp	             cosmics	  full-reconstructed	38637	1345847	542.181	TB	402.855	MB
2021	  detector	        protodune-sp	         calibration	  full-reconstructed	0	0	 0.000	TB	 0.000	MB
2021	  detector	        protodune-sp	             physics	  full-reconstructed	27609	3522427	124.410	TB	35.319	MB
2021	  detector	        protodune-sp	                out2	  full-reconstructed	0	0	 0.000	TB	 0.000	MB
2021	  detector	        protodune-sp	            pedestal	  full-reconstructed	0	0	 0.000	TB	 0.000	MB
2021	  detector	        protodune-sp	               study	  full-reconstructed	0	0	 0.000	TB	 0.000	MB
2021	  detector	        protodune-dp	                 ALL	  full-reconstructed	1015	30291	 0.700	TB	23.116	MB
2021	  detector	        protodune-dp	                out1	  full-reconstructed	0	0	 0.000	TB	 0.000	MB
2021	  detector	        protodune-dp	               noise	  full-reconstructed	0	0	 0.000	TB	 0.000	MB
2021	  detector	        protodune-dp	                test	  full-reconstructed	0	0	 0.000	TB	 0.000	MB
2021	  detector	        protodune-dp	             cosmics	  full-reconstructed	1015	30291	 0.700	TB	23.116	MB
2021	  detector	        protodune-dp	         calibration	  full-reconstructed	0	0	 0.000	TB	 0.000	MB
2021	  detector	        protodune-dp	             physics	  full-reconstructed	0	0	 0.000	TB	 0.000	MB
2021	  detector	        protodune-dp	                out2	  full-reconstructed	0	0	 0.000	TB	 0.000	MB
2021	  detector	        protodune-dp	            pedestal	  full-reconstructed	0	0	 0.000	TB	 0.000	MB
2021	  detector	        protodune-dp	               study	  full-reconstructed	0	0	 0.000	TB	 0.000	MB
2021	  detector	             iceberg	                 ALL	  full-reconstructed	0	0	 0.000	TB	 0.000	MB
2021	  detector	           fardet-sp	                 ALL	  full-reconstructed	0	0	 0.000	TB	 0.000	MB
2021	  detector	   vd-coldbox-bottom	                 ALL	  full-reconstructed	0	0	 0.000	TB	 0.000	MB
2021	  detector	      vd-coldbox-top	                 ALL	  full-reconstructed	0	0	 0.000	TB	 0.000	MB
2021	  detector	          hd-coldbox	                 ALL	  full-reconstructed	0	0	 0.000	TB	 0.000	MB
2021	  detector	           fardet-hd	                 ALL	  full-reconstructed	0	0	 0.000	TB	 0.000	MB
2021	  detector	           fardet-vd	                 ALL	  full-reconstructed	0	0	 0.000	TB	 0.000	MB
2021	  detector	dc4-vd-coldbox-bottom	                 ALL	  full-reconstructed	0	0	 0.000	TB	 0.000	MB
2021	  detector	  dc4-vd-coldbox-top	                 ALL	  full-reconstructed	0	0	 0.000	TB	 0.000	MB
2021	  detector	        hd-protodune	                 ALL	  full-reconstructed	0	0	 0.000	TB	 0.000	MB
2021	  detector	                 ALL	                 ALL	  detector-simulated	0	0	 0.000	TB	 0.000	MB
2021	  detector	                 ALL	                 ALL	          root-tuple	76449	17064222	 3.954	TB	 0.232	MB
2021	  detector	                 ALL	                out1	          root-tuple	0	0	 0.000	TB	 0.000	MB
2021	  detector	                 ALL	               noise	          root-tuple	0	0	 0.000	TB	 0.000	MB
2021	  detector	                 ALL	                test	          root-tuple	0	0	 0.000	TB	 0.000	MB
2021	  detector	                 ALL	             cosmics	          root-tuple	0	0	 0.000	TB	 0.000	MB
2021	  detector	                 ALL	         calibration	          root-tuple	0	0	 0.000	TB	 0.000	MB
2021	  detector	                 ALL	             physics	          root-tuple	76449	17064222	 3.954	TB	 0.232	MB
2021	  detector	                 ALL	                out2	          root-tuple	0	0	 0.000	TB	 0.000	MB
2021	  detector	                 ALL	            pedestal	          root-tuple	0	0	 0.000	TB	 0.000	MB
2021	  detector	                 ALL	               study	          root-tuple	0	0	 0.000	TB	 0.000	MB
2021	  detector	             physics	                 ALL	          root-tuple	0	0	 0.000	TB	 0.000	MB
2021	  detector	              fardet	                 ALL	          root-tuple	0	0	 0.000	TB	 0.000	MB
2021	  detector	             neardet	                 ALL	          root-tuple	0	0	 0.000	TB	 0.000	MB
2021	  detector	        protodune-sp	                 ALL	          root-tuple	76449	17064222	 3.954	TB	 0.232	MB
2021	  detector	        protodune-sp	                out1	          root-tuple	0	0	 0.000	TB	 0.000	MB
2021	  detector	        protodune-sp	               noise	          root-tuple	0	0	 0.000	TB	 0.000	MB
2021	  detector	        protodune-sp	                test	          root-tuple	0	0	 0.000	TB	 0.000	MB
2021	  detector	        protodune-sp	             cosmics	          root-tuple	0	0	 0.000	TB	 0.000	MB
2021	  detector	        protodune-sp	         calibration	          root-tuple	0	0	 0.000	TB	 0.000	MB
2021	  detector	        protodune-sp	             physics	          root-tuple	76449	17064222	 3.954	TB	 0.232	MB
2021	  detector	        protodune-sp	                out2	          root-tuple	0	0	 0.000	TB	 0.000	MB
2021	  detector	        protodune-sp	            pedestal	          root-tuple	0	0	 0.000	TB	 0.000	MB
2021	  detector	        protodune-sp	               study	          root-tuple	0	0	 0.000	TB	 0.000	MB
2021	  detector	        protodune-dp	                 ALL	          root-tuple	0	0	 0.000	TB	 0.000	MB
2021	  detector	             iceberg	                 ALL	          root-tuple	0	0	 0.000	TB	 0.000	MB
2021	  detector	           fardet-sp	                 ALL	          root-tuple	0	0	 0.000	TB	 0.000	MB
2021	  detector	   vd-coldbox-bottom	                 ALL	          root-tuple	0	0	 0.000	TB	 0.000	MB
2021	  detector	      vd-coldbox-top	                 ALL	          root-tuple	0	0	 0.000	TB	 0.000	MB
2021	  detector	          hd-coldbox	                 ALL	          root-tuple	0	0	 0.000	TB	 0.000	MB
2021	  detector	           fardet-hd	                 ALL	          root-tuple	0	0	 0.000	TB	 0.000	MB
2021	  detector	           fardet-vd	                 ALL	          root-tuple	0	0	 0.000	TB	 0.000	MB
2021	  detector	dc4-vd-coldbox-bottom	                 ALL	          root-tuple	0	0	 0.000	TB	 0.000	MB
2021	  detector	  dc4-vd-coldbox-top	                 ALL	          root-tuple	0	0	 0.000	TB	 0.000	MB
2021	  detector	        hd-protodune	                 ALL	          root-tuple	0	0	 0.000	TB	 0.000	MB
2021	  detector	                 ALL	                 ALL	         decoded-raw	0	0	 0.000	TB	 0.000	MB
2021	  detector	                 ALL	                 ALL	        pandora_info	24638	3156012	21.608	TB	 6.847	MB
2021	  detector	                 ALL	                out1	        pandora_info	0	0	 0.000	TB	 0.000	MB
2021	  detector	                 ALL	               noise	        pandora_info	0	0	 0.000	TB	 0.000	MB
2021	  detector	                 ALL	                test	        pandora_info	0	0	 0.000	TB	 0.000	MB
2021	  detector	                 ALL	             cosmics	        pandora_info	0	0	 0.000	TB	 0.000	MB
2021	  detector	                 ALL	         calibration	        pandora_info	0	0	 0.000	TB	 0.000	MB
2021	  detector	                 ALL	             physics	        pandora_info	24638	3156012	21.608	TB	 6.847	MB
2021	  detector	                 ALL	                out2	        pandora_info	0	0	 0.000	TB	 0.000	MB
2021	  detector	                 ALL	            pedestal	        pandora_info	0	0	 0.000	TB	 0.000	MB
2021	  detector	                 ALL	               study	        pandora_info	0	0	 0.000	TB	 0.000	MB
2021	  detector	             physics	                 ALL	        pandora_info	0	0	 0.000	TB	 0.000	MB
2021	  detector	              fardet	                 ALL	        pandora_info	0	0	 0.000	TB	 0.000	MB
2021	  detector	             neardet	                 ALL	        pandora_info	0	0	 0.000	TB	 0.000	MB
2021	  detector	        protodune-sp	                 ALL	        pandora_info	24638	3156012	21.608	TB	 6.847	MB
2021	  detector	        protodune-sp	                out1	        pandora_info	0	0	 0.000	TB	 0.000	MB
2021	  detector	        protodune-sp	               noise	        pandora_info	0	0	 0.000	TB	 0.000	MB
2021	  detector	        protodune-sp	                test	        pandora_info	0	0	 0.000	TB	 0.000	MB
2021	  detector	        protodune-sp	             cosmics	        pandora_info	0	0	 0.000	TB	 0.000	MB
2021	  detector	        protodune-sp	         calibration	        pandora_info	0	0	 0.000	TB	 0.000	MB
2021	  detector	        protodune-sp	             physics	        pandora_info	24638	3156012	21.608	TB	 6.847	MB
2021	  detector	        protodune-sp	                out2	        pandora_info	0	0	 0.000	TB	 0.000	MB
2021	  detector	        protodune-sp	            pedestal	        pandora_info	0	0	 0.000	TB	 0.000	MB
2021	  detector	        protodune-sp	               study	        pandora_info	0	0	 0.000	TB	 0.000	MB
2021	  detector	        protodune-dp	                 ALL	        pandora_info	0	0	 0.000	TB	 0.000	MB
2021	  detector	             iceberg	                 ALL	        pandora_info	0	0	 0.000	TB	 0.000	MB
2021	  detector	           fardet-sp	                 ALL	        pandora_info	0	0	 0.000	TB	 0.000	MB
2021	  detector	   vd-coldbox-bottom	                 ALL	        pandora_info	0	0	 0.000	TB	 0.000	MB
2021	  detector	      vd-coldbox-top	                 ALL	        pandora_info	0	0	 0.000	TB	 0.000	MB
2021	  detector	          hd-coldbox	                 ALL	        pandora_info	0	0	 0.000	TB	 0.000	MB
2021	  detector	           fardet-hd	                 ALL	        pandora_info	0	0	 0.000	TB	 0.000	MB
2021	  detector	           fardet-vd	                 ALL	        pandora_info	0	0	 0.000	TB	 0.000	MB
2021	  detector	dc4-vd-coldbox-bottom	                 ALL	        pandora_info	0	0	 0.000	TB	 0.000	MB
2021	  detector	  dc4-vd-coldbox-top	                 ALL	        pandora_info	0	0	 0.000	TB	 0.000	MB
2021	  detector	        hd-protodune	                 ALL	        pandora_info	0	0	 0.000	TB	 0.000	MB
2021	  detector	                 ALL	                 ALL	   reco-recalibrated	70195	9050230	342.503	TB	37.845	MB
2021	  detector	                 ALL	                out1	   reco-recalibrated	0	0	 0.000	TB	 0.000	MB
2021	  detector	                 ALL	               noise	   reco-recalibrated	0	0	 0.000	TB	 0.000	MB
2021	  detector	                 ALL	                test	   reco-recalibrated	0	0	 0.000	TB	 0.000	MB
2021	  detector	                 ALL	             cosmics	   reco-recalibrated	0	0	 0.000	TB	 0.000	MB
2021	  detector	                 ALL	         calibration	   reco-recalibrated	0	0	 0.000	TB	 0.000	MB
2021	  detector	                 ALL	             physics	   reco-recalibrated	70195	9050230	342.503	TB	37.845	MB
2021	  detector	                 ALL	                out2	   reco-recalibrated	0	0	 0.000	TB	 0.000	MB
2021	  detector	                 ALL	            pedestal	   reco-recalibrated	0	0	 0.000	TB	 0.000	MB
2021	  detector	                 ALL	               study	   reco-recalibrated	0	0	 0.000	TB	 0.000	MB
2021	  detector	             physics	                 ALL	   reco-recalibrated	0	0	 0.000	TB	 0.000	MB
2021	  detector	              fardet	                 ALL	   reco-recalibrated	0	0	 0.000	TB	 0.000	MB
2021	  detector	             neardet	                 ALL	   reco-recalibrated	0	0	 0.000	TB	 0.000	MB
2021	  detector	        protodune-sp	                 ALL	   reco-recalibrated	70195	9050230	342.503	TB	37.845	MB
2021	  detector	        protodune-sp	                out1	   reco-recalibrated	0	0	 0.000	TB	 0.000	MB
2021	  detector	        protodune-sp	               noise	   reco-recalibrated	0	0	 0.000	TB	 0.000	MB
2021	  detector	        protodune-sp	                test	   reco-recalibrated	0	0	 0.000	TB	 0.000	MB
2021	  detector	        protodune-sp	             cosmics	   reco-recalibrated	0	0	 0.000	TB	 0.000	MB
2021	  detector	        protodune-sp	         calibration	   reco-recalibrated	0	0	 0.000	TB	 0.000	MB
2021	  detector	        protodune-sp	             physics	   reco-recalibrated	70195	9050230	342.503	TB	37.845	MB
2021	  detector	        protodune-sp	                out2	   reco-recalibrated	0	0	 0.000	TB	 0.000	MB
2021	  detector	        protodune-sp	            pedestal	   reco-recalibrated	0	0	 0.000	TB	 0.000	MB
2021	  detector	        protodune-sp	               study	   reco-recalibrated	0	0	 0.000	TB	 0.000	MB
2021	  detector	        protodune-dp	                 ALL	   reco-recalibrated	0	0	 0.000	TB	 0.000	MB
2021	  detector	             iceberg	                 ALL	   reco-recalibrated	0	0	 0.000	TB	 0.000	MB
2021	  detector	           fardet-sp	                 ALL	   reco-recalibrated	0	0	 0.000	TB	 0.000	MB
2021	  detector	   vd-coldbox-bottom	                 ALL	   reco-recalibrated	0	0	 0.000	TB	 0.000	MB
2021	  detector	      vd-coldbox-top	                 ALL	   reco-recalibrated	0	0	 0.000	TB	 0.000	MB
2021	  detector	          hd-coldbox	                 ALL	   reco-recalibrated	0	0	 0.000	TB	 0.000	MB
2021	  detector	           fardet-hd	                 ALL	   reco-recalibrated	0	0	 0.000	TB	 0.000	MB
2021	  detector	           fardet-vd	                 ALL	   reco-recalibrated	0	0	 0.000	TB	 0.000	MB
2021	  detector	dc4-vd-coldbox-bottom	                 ALL	   reco-recalibrated	0	0	 0.000	TB	 0.000	MB
2021	  detector	  dc4-vd-coldbox-top	                 ALL	   reco-recalibrated	0	0	 0.000	TB	 0.000	MB
2021	  detector	        hd-protodune	                 ALL	   reco-recalibrated	0	0	 0.000	TB	 0.000	MB
2021	        mc	                 ALL	                 ALL	                 ALL	2937193	116386830	4937.247	TB	42.421	MB
2021	        mc	                 ALL	                out1	                 ALL	2923993	74880310	4928.614	TB	65.820	MB
2021	        mc	                 ALL	               noise	                 ALL	0	0	 0.000	TB	 0.000	MB
2021	        mc	                 ALL	                test	                 ALL	0	0	 0.000	TB	 0.000	MB
2021	        mc	                 ALL	             cosmics	                 ALL	0	0	 0.000	TB	 0.000	MB
2021	        mc	                 ALL	         calibration	                 ALL	0	0	 0.000	TB	 0.000	MB
2021	        mc	                 ALL	             physics	                 ALL	13200	41506520	 8.634	TB	 0.208	MB
2021	        mc	                 ALL	                out2	                 ALL	0	0	 0.000	TB	 0.000	MB
2021	        mc	                 ALL	            pedestal	                 ALL	0	0	 0.000	TB	 0.000	MB
2021	        mc	                 ALL	               study	                 ALL	0	0	 0.000	TB	 0.000	MB
2021	        mc	             physics	                 ALL	                 ALL	10143	101430	 2.738	TB	26.998	MB
2021	        mc	             physics	                out1	                 ALL	10143	101430	 2.738	TB	26.998	MB
2021	        mc	             physics	               noise	                 ALL	0	0	 0.000	TB	 0.000	MB
2021	        mc	             physics	                test	                 ALL	0	0	 0.000	TB	 0.000	MB
2021	        mc	             physics	             cosmics	                 ALL	0	0	 0.000	TB	 0.000	MB
2021	        mc	             physics	         calibration	                 ALL	0	0	 0.000	TB	 0.000	MB
2021	        mc	             physics	             physics	                 ALL	0	0	 0.000	TB	 0.000	MB
2021	        mc	             physics	                out2	                 ALL	0	0	 0.000	TB	 0.000	MB
2021	        mc	             physics	            pedestal	                 ALL	0	0	 0.000	TB	 0.000	MB
2021	        mc	             physics	               study	                 ALL	0	0	 0.000	TB	 0.000	MB
2021	        mc	              fardet	                 ALL	                 ALL	0	0	 0.000	TB	 0.000	MB
2021	        mc	             neardet	                 ALL	                 ALL	13200	41506520	 8.634	TB	 0.208	MB
2021	        mc	             neardet	                out1	                 ALL	0	0	 0.000	TB	 0.000	MB
2021	        mc	             neardet	               noise	                 ALL	0	0	 0.000	TB	 0.000	MB
2021	        mc	             neardet	                test	                 ALL	0	0	 0.000	TB	 0.000	MB
2021	        mc	             neardet	             cosmics	                 ALL	0	0	 0.000	TB	 0.000	MB
2021	        mc	             neardet	         calibration	                 ALL	0	0	 0.000	TB	 0.000	MB
2021	        mc	             neardet	             physics	                 ALL	13200	41506520	 8.634	TB	 0.208	MB
2021	        mc	             neardet	                out2	                 ALL	0	0	 0.000	TB	 0.000	MB
2021	        mc	             neardet	            pedestal	                 ALL	0	0	 0.000	TB	 0.000	MB
2021	        mc	             neardet	               study	                 ALL	0	0	 0.000	TB	 0.000	MB
2021	        mc	        protodune-sp	                 ALL	                 ALL	2805088	40933720	4770.259	TB	116.536	MB
2021	        mc	        protodune-sp	                out1	                 ALL	2805088	40933720	4770.259	TB	116.536	MB
2021	        mc	        protodune-sp	               noise	                 ALL	0	0	 0.000	TB	 0.000	MB
2021	        mc	        protodune-sp	                test	                 ALL	0	0	 0.000	TB	 0.000	MB
2021	        mc	        protodune-sp	             cosmics	                 ALL	0	0	 0.000	TB	 0.000	MB
2021	        mc	        protodune-sp	         calibration	                 ALL	0	0	 0.000	TB	 0.000	MB
2021	        mc	        protodune-sp	             physics	                 ALL	0	0	 0.000	TB	 0.000	MB
2021	        mc	        protodune-sp	                out2	                 ALL	0	0	 0.000	TB	 0.000	MB
2021	        mc	        protodune-sp	            pedestal	                 ALL	0	0	 0.000	TB	 0.000	MB
2021	        mc	        protodune-sp	               study	                 ALL	0	0	 0.000	TB	 0.000	MB
2021	        mc	        protodune-dp	                 ALL	                 ALL	0	0	 0.000	TB	 0.000	MB
2021	        mc	             iceberg	                 ALL	                 ALL	0	0	 0.000	TB	 0.000	MB
2021	        mc	           fardet-sp	                 ALL	                 ALL	50025	32913550	33.802	TB	 1.027	MB
2021	        mc	           fardet-sp	                out1	                 ALL	50025	32913550	33.802	TB	 1.027	MB
2021	        mc	           fardet-sp	               noise	                 ALL	0	0	 0.000	TB	 0.000	MB
2021	        mc	           fardet-sp	                test	                 ALL	0	0	 0.000	TB	 0.000	MB
2021	        mc	           fardet-sp	             cosmics	                 ALL	0	0	 0.000	TB	 0.000	MB
2021	        mc	           fardet-sp	         calibration	                 ALL	0	0	 0.000	TB	 0.000	MB
2021	        mc	           fardet-sp	             physics	                 ALL	0	0	 0.000	TB	 0.000	MB
2021	        mc	           fardet-sp	                out2	                 ALL	0	0	 0.000	TB	 0.000	MB
2021	        mc	           fardet-sp	            pedestal	                 ALL	0	0	 0.000	TB	 0.000	MB
2021	        mc	           fardet-sp	               study	                 ALL	0	0	 0.000	TB	 0.000	MB
2021	        mc	   vd-coldbox-bottom	                 ALL	                 ALL	0	0	 0.000	TB	 0.000	MB
2021	        mc	      vd-coldbox-top	                 ALL	                 ALL	0	0	 0.000	TB	 0.000	MB
2021	        mc	          hd-coldbox	                 ALL	                 ALL	0	0	 0.000	TB	 0.000	MB
2021	        mc	           fardet-hd	                 ALL	                 ALL	0	0	 0.000	TB	 0.000	MB
2021	        mc	           fardet-vd	                 ALL	                 ALL	58737	931610	121.814	TB	130.757	MB
2021	        mc	           fardet-vd	                out1	                 ALL	58737	931610	121.814	TB	130.757	MB
2021	        mc	           fardet-vd	               noise	                 ALL	0	0	 0.000	TB	 0.000	MB
2021	        mc	           fardet-vd	                test	                 ALL	0	0	 0.000	TB	 0.000	MB
2021	        mc	           fardet-vd	             cosmics	                 ALL	0	0	 0.000	TB	 0.000	MB
2021	        mc	           fardet-vd	         calibration	                 ALL	0	0	 0.000	TB	 0.000	MB
2021	        mc	           fardet-vd	             physics	                 ALL	0	0	 0.000	TB	 0.000	MB
2021	        mc	           fardet-vd	                out2	                 ALL	0	0	 0.000	TB	 0.000	MB
2021	        mc	           fardet-vd	            pedestal	                 ALL	0	0	 0.000	TB	 0.000	MB
2021	        mc	           fardet-vd	               study	                 ALL	0	0	 0.000	TB	 0.000	MB
2021	        mc	dc4-vd-coldbox-bottom	                 ALL	                 ALL	0	0	 0.000	TB	 0.000	MB
2021	        mc	  dc4-vd-coldbox-top	                 ALL	                 ALL	0	0	 0.000	TB	 0.000	MB
2021	        mc	        hd-protodune	                 ALL	                 ALL	0	0	 0.000	TB	 0.000	MB
2021	        mc	                 ALL	                 ALL	           simulated	6600	20753260	 8.607	TB	 0.415	MB
2021	        mc	                 ALL	                out1	           simulated	0	0	 0.000	TB	 0.000	MB
2021	        mc	                 ALL	               noise	           simulated	0	0	 0.000	TB	 0.000	MB
2021	        mc	                 ALL	                test	           simulated	0	0	 0.000	TB	 0.000	MB
2021	        mc	                 ALL	             cosmics	           simulated	0	0	 0.000	TB	 0.000	MB
2021	        mc	                 ALL	         calibration	           simulated	0	0	 0.000	TB	 0.000	MB
2021	        mc	                 ALL	             physics	           simulated	6600	20753260	 8.607	TB	 0.415	MB
2021	        mc	                 ALL	                out2	           simulated	0	0	 0.000	TB	 0.000	MB
2021	        mc	                 ALL	            pedestal	           simulated	0	0	 0.000	TB	 0.000	MB
2021	        mc	                 ALL	               study	           simulated	0	0	 0.000	TB	 0.000	MB
2021	        mc	             physics	                 ALL	           simulated	0	0	 0.000	TB	 0.000	MB
2021	        mc	              fardet	                 ALL	           simulated	0	0	 0.000	TB	 0.000	MB
2021	        mc	             neardet	                 ALL	           simulated	6600	20753260	 8.607	TB	 0.415	MB
2021	        mc	             neardet	                out1	           simulated	0	0	 0.000	TB	 0.000	MB
2021	        mc	             neardet	               noise	           simulated	0	0	 0.000	TB	 0.000	MB
2021	        mc	             neardet	                test	           simulated	0	0	 0.000	TB	 0.000	MB
2021	        mc	             neardet	             cosmics	           simulated	0	0	 0.000	TB	 0.000	MB
2021	        mc	             neardet	         calibration	           simulated	0	0	 0.000	TB	 0.000	MB
2021	        mc	             neardet	             physics	           simulated	6600	20753260	 8.607	TB	 0.415	MB
2021	        mc	             neardet	                out2	           simulated	0	0	 0.000	TB	 0.000	MB
2021	        mc	             neardet	            pedestal	           simulated	0	0	 0.000	TB	 0.000	MB
2021	        mc	             neardet	               study	           simulated	0	0	 0.000	TB	 0.000	MB
2021	        mc	        protodune-sp	                 ALL	           simulated	0	0	 0.000	TB	 0.000	MB
2021	        mc	        protodune-dp	                 ALL	           simulated	0	0	 0.000	TB	 0.000	MB
2021	        mc	             iceberg	                 ALL	           simulated	0	0	 0.000	TB	 0.000	MB
2021	        mc	           fardet-sp	                 ALL	           simulated	0	0	 0.000	TB	 0.000	MB
2021	        mc	   vd-coldbox-bottom	                 ALL	           simulated	0	0	 0.000	TB	 0.000	MB
2021	        mc	      vd-coldbox-top	                 ALL	           simulated	0	0	 0.000	TB	 0.000	MB
2021	        mc	          hd-coldbox	                 ALL	           simulated	0	0	 0.000	TB	 0.000	MB
2021	        mc	           fardet-hd	                 ALL	           simulated	0	0	 0.000	TB	 0.000	MB
2021	        mc	           fardet-vd	                 ALL	           simulated	0	0	 0.000	TB	 0.000	MB
2021	        mc	dc4-vd-coldbox-bottom	                 ALL	           simulated	0	0	 0.000	TB	 0.000	MB
2021	        mc	  dc4-vd-coldbox-top	                 ALL	           simulated	0	0	 0.000	TB	 0.000	MB
2021	        mc	        hd-protodune	                 ALL	           simulated	0	0	 0.000	TB	 0.000	MB
2021	        mc	                 ALL	                 ALL	                 raw	0	0	 0.000	TB	 0.000	MB
2021	        mc	                 ALL	                 ALL	   hit-reconstructed	0	0	 0.000	TB	 0.000	MB
2021	        mc	                 ALL	                 ALL	  full-reconstructed	1163428	25338355	2370.330	TB	93.547	MB
2021	        mc	                 ALL	                out1	  full-reconstructed	1163428	25338355	2370.330	TB	93.547	MB
2021	        mc	                 ALL	               noise	  full-reconstructed	0	0	 0.000	TB	 0.000	MB
2021	        mc	                 ALL	                test	  full-reconstructed	0	0	 0.000	TB	 0.000	MB
2021	        mc	                 ALL	             cosmics	  full-reconstructed	0	0	 0.000	TB	 0.000	MB
2021	        mc	                 ALL	         calibration	  full-reconstructed	0	0	 0.000	TB	 0.000	MB
2021	        mc	                 ALL	             physics	  full-reconstructed	0	0	 0.000	TB	 0.000	MB
2021	        mc	                 ALL	                out2	  full-reconstructed	0	0	 0.000	TB	 0.000	MB
2021	        mc	                 ALL	            pedestal	  full-reconstructed	0	0	 0.000	TB	 0.000	MB
2021	        mc	                 ALL	               study	  full-reconstructed	0	0	 0.000	TB	 0.000	MB
2021	        mc	             physics	                 ALL	  full-reconstructed	1965	19650	 0.063	TB	 3.186	MB
2021	        mc	             physics	                out1	  full-reconstructed	1965	19650	 0.063	TB	 3.186	MB
2021	        mc	             physics	               noise	  full-reconstructed	0	0	 0.000	TB	 0.000	MB
2021	        mc	             physics	                test	  full-reconstructed	0	0	 0.000	TB	 0.000	MB
2021	        mc	             physics	             cosmics	  full-reconstructed	0	0	 0.000	TB	 0.000	MB
2021	        mc	             physics	         calibration	  full-reconstructed	0	0	 0.000	TB	 0.000	MB
2021	        mc	             physics	             physics	  full-reconstructed	0	0	 0.000	TB	 0.000	MB
2021	        mc	             physics	                out2	  full-reconstructed	0	0	 0.000	TB	 0.000	MB
