year,    det/mc,                expt,              stream,                tier,files,events,size,TB,size/event,MB,,,,,,,,,,
ALL,        mc,           fardet-vd,             physics,        pandora_info,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,        mc,           fardet-vd,             physics,  full-reconstructed,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,        mc,           fardet-vd,            pedestal,                 ALL,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,        mc,           fardet-vd,            pedestal,          root-tuple,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,        mc,           fardet-vd,            pedestal,        pandora_info,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,        mc,           fardet-vd,            pedestal,  full-reconstructed,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,        mc,           fardet-vd,         calibration,                 ALL,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,        mc,           fardet-vd,         calibration,          root-tuple,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,        mc,           fardet-vd,         calibration,        pandora_info,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,        mc,           fardet-vd,         calibration,  full-reconstructed,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,        mc,          hd-coldbox,                 ALL,                 ALL,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,        mc,          hd-coldbox,                 ALL,           simulated,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,        mc,          hd-coldbox,                 ALL,          root-tuple,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,        mc,          hd-coldbox,                 ALL,        pandora_info,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,        mc,          hd-coldbox,                 ALL,   reco-recalibrated,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,        mc,          hd-coldbox,                 ALL,  detector-simulated,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,        mc,          hd-coldbox,                 ALL,  full-reconstructed,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,        mc,        311_dp_light,                 ALL,                 ALL,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,        mc,        311_dp_light,                 ALL,           simulated,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,        mc,        311_dp_light,                 ALL,          root-tuple,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,        mc,        311_dp_light,                 ALL,        pandora_info,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,        mc,        311_dp_light,                 ALL,   reco-recalibrated,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,        mc,        311_dp_light,                 ALL,  detector-simulated,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,        mc,        311_dp_light,                 ALL,  full-reconstructed,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,        mc,        protodune-dp,                 ALL,                 ALL,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,        mc,        protodune-dp,                 ALL,           simulated,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,        mc,        protodune-dp,                 ALL,          root-tuple,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,        mc,        protodune-dp,                 ALL,        pandora_info,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,        mc,        protodune-dp,                 ALL,   reco-recalibrated,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,        mc,        protodune-dp,                 ALL,  detector-simulated,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,        mc,        protodune-dp,                 ALL,  full-reconstructed,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,        mc,        protodune-sp,                 ALL,           simulated,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,        mc,        protodune-sp,                out2,                 ALL,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,        mc,        protodune-sp,                out2,          root-tuple,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,        mc,        protodune-sp,                out2,        pandora_info,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,        mc,        protodune-sp,                out2,   reco-recalibrated,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,        mc,        protodune-sp,                out2,  detector-simulated,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,        mc,        protodune-sp,                out2,  full-reconstructed,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,        mc,        protodune-sp,                test,                 ALL,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,        mc,        protodune-sp,                test,          root-tuple,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,        mc,        protodune-sp,                test,        pandora_info,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,        mc,        protodune-sp,                test,   reco-recalibrated,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,        mc,        protodune-sp,                test,  detector-simulated,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,        mc,        protodune-sp,                test,  full-reconstructed,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,        mc,        protodune-sp,               noise,                 ALL,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,        mc,        protodune-sp,               noise,          root-tuple,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,        mc,        protodune-sp,               noise,        pandora_info,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,        mc,        protodune-sp,               noise,   reco-recalibrated,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,        mc,        protodune-sp,               noise,  detector-simulated,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,        mc,        protodune-sp,               noise,  full-reconstructed,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,        mc,        protodune-sp,               study,                 ALL,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,        mc,        protodune-sp,               study,          root-tuple,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,        mc,        protodune-sp,               study,        pandora_info,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,        mc,        protodune-sp,               study,   reco-recalibrated,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,        mc,        protodune-sp,               study,  detector-simulated,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,        mc,        protodune-sp,               study,  full-reconstructed,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,        mc,        protodune-sp,             cosmics,                 ALL,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,        mc,        protodune-sp,             cosmics,          root-tuple,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,        mc,        protodune-sp,             cosmics,        pandora_info,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,        mc,        protodune-sp,             cosmics,   reco-recalibrated,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,        mc,        protodune-sp,             cosmics,  detector-simulated,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,        mc,        protodune-sp,             cosmics,  full-reconstructed,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,        mc,        protodune-sp,             physics,        pandora_info,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,        mc,        protodune-sp,             physics,   reco-recalibrated,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,        mc,        protodune-sp,             physics,  detector-simulated,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,        mc,        protodune-sp,             physics,  full-reconstructed,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,        mc,        protodune-sp,            pedestal,                 ALL,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,        mc,        protodune-sp,            pedestal,          root-tuple,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,        mc,        protodune-sp,            pedestal,        pandora_info,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,        mc,        protodune-sp,            pedestal,   reco-recalibrated,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,        mc,        protodune-sp,            pedestal,  detector-simulated,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,        mc,        protodune-sp,            pedestal,  full-reconstructed,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,        mc,        protodune-sp,         calibration,                 ALL,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,        mc,        protodune-sp,         calibration,          root-tuple,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,        mc,        protodune-sp,         calibration,        pandora_info,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,        mc,        protodune-sp,         calibration,   reco-recalibrated,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,        mc,        protodune-sp,         calibration,  detector-simulated,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,        mc,        protodune-sp,         calibration,  full-reconstructed,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,        mc,      vd-coldbox-top,                 ALL,                 ALL,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,        mc,      vd-coldbox-top,                 ALL,           simulated,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,        mc,      vd-coldbox-top,                 ALL,          root-tuple,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,        mc,      vd-coldbox-top,                 ALL,        pandora_info,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,        mc,      vd-coldbox-top,                 ALL,   reco-recalibrated,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,        mc,      vd-coldbox-top,                 ALL,  detector-simulated,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,        mc,      vd-coldbox-top,                 ALL,  full-reconstructed,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,        mc,   vd-coldbox-bottom,                 ALL,                 ALL,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,        mc,   vd-coldbox-bottom,                 ALL,           simulated,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,        mc,   vd-coldbox-bottom,                 ALL,          root-tuple,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,        mc,   vd-coldbox-bottom,                 ALL,        pandora_info,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,        mc,   vd-coldbox-bottom,                 ALL,   reco-recalibrated,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,        mc,   vd-coldbox-bottom,                 ALL,  detector-simulated,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,        mc,   vd-coldbox-bottom,                 ALL,  full-reconstructed,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,        mc,  dc4-vd-coldbox-top,                 ALL,                 ALL,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,        mc,  dc4-vd-coldbox-top,                 ALL,           simulated,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,        mc,  dc4-vd-coldbox-top,                 ALL,          root-tuple,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,        mc,  dc4-vd-coldbox-top,                 ALL,        pandora_info,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,        mc,  dc4-vd-coldbox-top,                 ALL,   reco-recalibrated,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,        mc,  dc4-vd-coldbox-top,                 ALL,   reco-recalibrated,0.00,0.00,0.00,TB,0,MByear,    det/mc,                expt,              stream,                tier,files,events,size,TB,size/event,MB
ALL,        mc,  dc4-vd-coldbox-top,                 ALL,  detector-simulated,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,        mc,  dc4-vd-coldbox-top,                 ALL,  full-reconstructed,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,        mc,311,                 ALL,                 ALL,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,        mc,311,                 ALL,           simulated,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,        mc,311,                 ALL,          root-tuple,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,        mc,311,                 ALL,        pandora_info,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,        mc,311,                 ALL,   reco-recalibrated,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,        mc,311,                 ALL,  detector-simulated,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,        mc,311,                 ALL,  full-reconstructed,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,        mc,dc4-vd-coldbox-bottom,                 ALL,                 ALL,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,        mc,dc4-vd-coldbox-bottom,                 ALL,           simulated,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,        mc,dc4-vd-coldbox-bottom,                 ALL,          root-tuple,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,        mc,dc4-vd-coldbox-bottom,                 ALL,        pandora_info,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,        mc,dc4-vd-coldbox-bottom,                 ALL,   reco-recalibrated,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,        mc,dc4-vd-coldbox-bottom,                 ALL,  detector-simulated,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,        mc,dc4-vd-coldbox-bottom,                 ALL,  full-reconstructed,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,                 ALL,                 ALL,              sliced,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,                 ALL,                 ALL,            sam-user,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,                 ALL,                 ALL,           root-hist,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,                 ALL,                 ALL,           simulated,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,                 ALL,                 ALL,  detector-simulated,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,                 ALL,                out1,                 raw,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,                 ALL,                out1,          root-tuple,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,                 ALL,                out1,   hit-reconstructed,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,                 ALL,                out1,   reco-recalibrated,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,                 ALL,                out1,  full-reconstructed,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,                 ALL,                out2,                 raw,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,                 ALL,                out2,          root-tuple,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,                 ALL,                out2,         decoded-raw,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,                 ALL,                out2,        pandora_info,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,                 ALL,                out2,   reco-recalibrated,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,                 ALL,                out2,  full-reconstructed,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,                 ALL,                test,          root-tuple,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,                 ALL,                test,   reco-recalibrated,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,                 ALL,               noise,          root-tuple,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,                 ALL,               noise,        pandora_info,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,                 ALL,               noise,   reco-recalibrated,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,                 ALL,               study,          root-tuple,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,                 ALL,               study,         decoded-raw,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,                 ALL,               study,        pandora_info,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,                 ALL,               study,   hit-reconstructed,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,                 ALL,               study,   reco-recalibrated,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,                 ALL,            pedestal,          root-tuple,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,                 ALL,            pedestal,         decoded-raw,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,                 ALL,            pedestal,        pandora_info,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,                 ALL,            pedestal,   hit-reconstructed,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,                 ALL,            pedestal,   reco-recalibrated,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,                 ALL,            pedestal,  full-reconstructed,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,                 ALL,         calibration,          root-tuple,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,                 ALL,         calibration,   reco-recalibrated,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,                test,                 ALL,                 ALL,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,                test,                 ALL,                 raw,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,                test,                 ALL,          root-tuple,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,                test,                 ALL,         decoded-raw,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,                test,                 ALL,        pandora_info,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,                test,                 ALL,   hit-reconstructed,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,                test,                 ALL,   reco-recalibrated,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,                test,                 ALL,  full-reconstructed,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,              fardet,                 ALL,                 ALL,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,              fardet,                 ALL,                 raw,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,              fardet,                 ALL,          root-tuple,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,              fardet,                 ALL,         decoded-raw,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,              fardet,                 ALL,        pandora_info,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,              fardet,                 ALL,   hit-reconstructed,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,              fardet,                 ALL,   reco-recalibrated,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,              fardet,                 ALL,  full-reconstructed,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,             iceberg,                 ALL,          root-tuple,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,             iceberg,                 ALL,         decoded-raw,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,             iceberg,                 ALL,        pandora_info,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,             iceberg,                 ALL,   hit-reconstructed,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,             iceberg,                 ALL,   reco-recalibrated,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,             iceberg,                 ALL,  full-reconstructed,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,             iceberg,                out1,                 ALL,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,             iceberg,                out1,                 raw,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,             iceberg,                out2,                 ALL,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,             iceberg,                out2,                 raw,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,             iceberg,                test,                 ALL,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,             iceberg,                test,                 raw,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,             iceberg,               noise,                 ALL,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,             iceberg,               noise,                 raw,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,             iceberg,               study,                 ALL,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,             iceberg,               study,                 raw,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,             iceberg,             physics,                 ALL,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,             iceberg,             physics,                 raw,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,             iceberg,            pedestal,                 ALL,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,             iceberg,            pedestal,                 raw,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,             iceberg,         calibration,                 ALL,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,             iceberg,         calibration,                 raw,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,             neardet,                 ALL,                 ALL,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,             neardet,                 ALL,                 raw,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,             neardet,                 ALL,          root-tuple,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,             neardet,                 ALL,         decoded-raw,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,             neardet,                 ALL,        pandora_info,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,             neardet,                 ALL,   hit-reconstructed,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,             neardet,                 ALL,   reco-recalibrated,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,             neardet,                 ALL,  full-reconstructed,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,             physics,                 ALL,                 ALL,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,             physics,                 ALL,                 raw,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,             physics,                 ALL,          root-tuple,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,             physics,                 ALL,         decoded-raw,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,             physics,                 ALL,        pandora_info,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,             physics,                 ALL,   hit-reconstructed,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,             physics,                 ALL,   reco-recalibrated,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,             physics,                 ALL,  full-reconstructed,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,           fardet-hd,                 ALL,                 ALL,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,           fardet-hd,                 ALL,                 raw,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,           fardet-hd,                 ALL,          root-tuple,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,           fardet-hd,                 ALL,         decoded-raw,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,           fardet-hd,                 ALL,        pandora_info,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,           fardet-hd,                 ALL,   hit-reconstructed,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,           fardet-hd,                 ALL,   reco-recalibrated,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,           fardet-hd,                 ALL,  full-reconstructed,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,           fardet-sp,                 ALL,                 ALL,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,           fardet-sp,                 ALL,                 raw,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,           fardet-sp,                 ALL,          root-tuple,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,           fardet-sp,                 ALL,         decoded-raw,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,           fardet-sp,                 ALL,        pandora_info,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,           fardet-sp,                 ALL,   hit-reconstructed,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,           fardet-sp,                 ALL,   reco-recalibrated,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,           fardet-sp,                 ALL,  full-reconstructed,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,           fardet-vd,                 ALL,                 ALL,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,           fardet-vd,                 ALL,                 raw,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,           fardet-vd,                 ALL,          root-tuple,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,           fardet-vd,                 ALL,         decoded-raw,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,           fardet-vd,                 ALL,        pandora_info,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,           fardet-vd,                 ALL,   hit-reconstructed,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,           fardet-vd,                 ALL,   reco-recalibrated,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,           fardet-vd,                 ALL,  full-reconstructed,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,          hd-coldbox,                 ALL,          root-tuple,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,          hd-coldbox,                 ALL,         decoded-raw,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,          hd-coldbox,                 ALL,        pandora_info,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,          hd-coldbox,                 ALL,   hit-reconstructed,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,          hd-coldbox,                 ALL,   reco-recalibrated,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,          hd-coldbox,                 ALL,  full-reconstructed,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,          hd-coldbox,                out1,                 ALL,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,          hd-coldbox,                out1,                 raw,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,          hd-coldbox,                out2,                 ALL,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,          hd-coldbox,                out2,                 raw,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,          hd-coldbox,               noise,                 ALL,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,          hd-coldbox,               noise,                 raw,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
